Manufacturer,Model,ICAO Type Designator,ICAO WTC,MCTOM (Kg),UK Departure WTC,UK Arrival WTC,Common Name
SOKO,H-45 Partizan,GAZL,L,1900,L,L,
SOKO,HN-42 Partizan,GAZL,L,1900,L,L,
SOKO,HN-45 Partizan,GAZL,L,1900,L,L,
SOKO,HO-42 Partizan,GAZL,L,1900,L,L,
SOKO,Partizan,GAZL,L,1900,L,L,
SOKO,SA-341 Partizan,GAZL,L,1800,L,L,
SOKO,SA-342 Partizan,GAZL,L,1900,L,L,
SOKO,Jastreb,JAST,L,0,L,L,
SOKO,Kraguj,KRAG,L,0,L,L,
SOKO,2,SOK2,L,0,L,L,
SOKO-CNIAR,NJ-22 Orao,YURO,M,11080,L,L,
SOLAR IMPULSE,1,SOL1,L,0,L,L,
SOLAR IMPULSE,2,SOL2,L,0,L,L,
SOLOY,Bell 47,B47T,L,1338,L,L,
SOLOY,208 Dual-Pac Caravan,C08T,L,0,L,L,
SOLOY,Hiller UH-12,H12T,L,1588,L,L,
SONEX,JSX SubSonex,JSX,L,454,L,L,
SONEX,Onex,ONEX,L,431,L,L,
SONEX,Sonex,SONX,L,522,L,L,
SONEX,Waiex,WAIX,L,522,L,L,
SONEX,Xenos,XNOS,L,578,L,L,
SOPWITH,Camel Replica,CAML,L,0,L,L,
SOPWITH,Pup Replica,SPUP,L,0,L,L,
SORRELL,SNS-2 Guppy,SNS2,L,0,L,L,
SORRELL,SNS-7 Hiperbipe,SNS7,L,0,L,L,
SORRELL,EXP-2,SNS9,L,0,L,L,
SPARTAN,UC-71 Executive,SP7,L,1996,L,L,
SPECTER,Specter 2,SPC2,L,0,L,L,
SPECTRUM,S-33 Independence,SP33,L,0,L,L,
SPEEDTWIN,E2E Speedtwin,ST1,L,0,L,L,
SPEZIO,Tuholer,DAL1,L,0,L,L,
SPORT RACER,Sport Racer,SRAC,L,0,L,L,
SPORTAVIA-PUTZER,RF-4,RF4,L,390,L,L,
SPORTAVIA-PUTZER,Sperber,RF5,L,680,L,L,
SPORTAVIA-PUTZER,Sportsman,RS18,L,1100,L,L,
SPORTAVIA-PUTZER,SFS-31 Milan,SF31,L,440,L,L,
SPORTINE AVIACIJA,LAK-17A,LK17,L,600,L,L,
SPORTINE AVIACIJA,LAK-19T,LK19,L,500,L,L,
SPORTINE AVIACIJA,LAK-20M,LK20,L,0,L,L,
SPRING,WS-202 Sprint,WS22,L,0,L,L,
SREYA,SA-6 Envoy,SA6E,L,0,L,L,
SSH,T-131 Jungmann,BU31,L,720,L,L,
ST. CROIX,Pietenpol Aircamper,CAMP,L,0,L,L,
ST. CROIX,Pietenpol Aerial,PARL,L,0,L,L,
ST. CROIX,Sopwith Triplane,STRI,L,0,L,L,
STAMPE,SV-4,SV4,L,0,L,L,
STARCK,Holiday,AS80,L,0,L,L,
STARFIRE,Firebolt Convertible,FIBO,L,0,L,L,
STARK,Emeraude,CP30,L,0,L,L,
STARK,Turbulent,D31,L,0,L,L,
STARKRAFT,SK-700,SK70,L,0,L,L,
STARK-TREFETHEN,Sport-Aire 2,SPA2,L,0,L,L,
STAR-LITE,Star-Lite,SL1,L,240,L,L,
STATLER,Firefly,STFF,L,0,L,L,
STAUDACHER,S-600,ST60,L,0,L,L,
STEARMAN,C-3,ST3,L,1383,L,L,
STEARMAN,4 Senior Speedmail,ST4,L,2313,L,L,
STEARMAN,6 Cloudboy,ST6,L,1247,L,L,
STEARMAN,PT-17 Kaydet,ST75,L,0,L,L,
STEEN,Skybolt,BOLT,L,0,L,L,
STEMME,Chrysalis,S10S,L,900,L,L,
STEMME,S-12 Twin Voyager,S12S,L,900,L,L,
STEMME,S-15,S15S,L,1100,L,L,
STEMME,S-15 Patroller,S15U,L,1100,L,L,
STEMME,S-6,S6,L,900,L,L,
STEPHENS,Akro,AKRO,L,0,L,L,
STERN,ST-87 Europlane,ST87,L,0,L,L,
STERN-MALLICK,Vega,SM01,L,0,L,L,
STEWART (1),S-51D,S51D,L,0,L,L,
STEWART (2),Foo Fighter,FOOF,L,0,L,L,
STEWART (2),Headwind,HEAD,L,0,L,L,
STINSON,OY Sentinel,L5,L,1021,L,L,
STINSON,Reliant,RELI,L,1814,L,L,
STINSON,10 Voyager,S10,L,717,L,L,
STINSON,108 Voyager,S108,L,1134,L,L,
STINSON,T Tri-Motor,SM60,L,3992,L,L,
STINSON,A Tri-Motor,TRMA,L,3992,L,L,
STITS,Playmate,SA11,L,0,L,L,
STITS,Playboy,SA3,L,0,L,L,
STITS,SA-6 Flut-R-Bug,SA6,L,0,L,L,
STITS,Sky-Coupe,SA7,L,0,L,L,
STODDARD-HAMILTON,Glasair,GLAS,L,0,L,L,
STODDARD-HAMILTON,SH-4 GlaStar,GLST,L,1134,L,L,
STODDARD-HAMILTON,Turbine Glasair,GLTU,L,0,L,L,
STOLP,Starduster,SA10,L,0,L,L,
STOLP,SA-300 Starduster Too,SA30,L,901,L,L,
STOLP,SA-500 Starlet,SA50,L,0,L,L,
STOLP,Acroduster,SA70,L,0,L,L,
STOLP,Acroduster Too,SA75,L,0,L,L,
STOLP,Super Starduster,SDUS,L,0,L,L,
STORCH AVIATION,SS-4 Super Storch,STOR,L,0,L,L,
STORMAIRCRAFT,Rally,SGRA,L,0,L,L,
STORMAIRCRAFT,Storm,STRM,L,0,L,L,
STRIPLIN,Sky Ranger,STRA,L,0,L,L,
STROJNIK,S-2,STR2,L,0,L,L,
SUD,Alouette 2,ALO2,L,1650,L,L,
SUD,SA-318 Alouette 2,ALO2,L,1650,L,L,
SUD,SA-3180 Alouette 2,ALO2,L,1500,L,L,
SUD,SE-313 Alouette 2,ALO2,L,1590,L,L,
SUD,SE-3130 Alouette 2,ALO2,L,1500,L,L,
SUD,Alouette 3,ALO3,L,2300,L,L,
SUD,SA-316 Alouette 3,ALO3,L,2250,L,L,
SUD,SA-319 Alouette 3,ALO3,L,2250,L,L,
SUD,SE-3160 Alouette 3,ALO3,L,2100,L,L,
SUD,Djinn,DJIN,L,780,L,L,
SUD,SO-1221 Djinn,DJIN,L,780,L,L,
SUD,SA-321 Super Frelon,FREL,M,13000,S,S,
SUD,Super Frelon,FREL,M,13000,S,S,
SUD,Gazelle,GAZL,L,1900,L,L,
SUD,SA-341 Gazelle,GAZL,L,1800,L,L,
SUD,SA-342 Gazelle,GAZL,L,1900,L,L,
SUD,GY-80 Horizon,GY80,L,1100,L,L,
SUD,Lama,LAMA,L,2300,L,L,
SUD,SA-315 Lama,LAMA,L,2300,L,L,
SUD,Puma,PUMA,M,7400,S,S,
SUD,SA-330 Puma,PUMA,M,7400,S,S,
SUD,S-58,S58P,L,5897,L,L,
SUD,Fennec,T28,L,3447,L,L,
SUD,SO-4050 Vautour,VAUT,M,20800,S,S,
SUD-EST,Alouette 2,ALO2,L,1650,L,L,
SUD-EST,SE-3130 Alouette 2,ALO2,L,1500,L,L,
SUD-OUEST,Djinn,DJIN,L,780,L,L,
SUD-OUEST,SO-1221 Djinn,DJIN,L,780,L,L,
SUKHOI,S-37 Berkut,S37,M,34000,S,S,
SUKHOI,Su-15,SU15,M,5800,L,L,
SUKHOI,Su-22,SU17,M,19500,S,S,
SUKHOI,Su-24,SU24,M,43755,M,LM,
SUKHOI,Su-25 Scorpion,SU25,M,20500,S,S,
SUKHOI,Su-26,SU26,L,0,L,L,
SUKHOI,JJ-11,SU27,M,33500,S,S,
SUKHOI,Su-29,SU29,L,1220,L,L,
SUKHOI,Su-31,SU31,L,1100,L,L,
SUKHOI,Su-38,SU38,L,6418,L,L,
SUKHOI,Su-7,SU7,M,13500,L,L,
SUKHOI,Su-80,SU80,M,12500,L,L,
SUKHOI,Superjet 100-95,SU95,M,49450,M,LM,
SUKHOI,T-50,T50S,M,37000,S,S,
SUPAPUP,Aeropup,APUP,L,750,L,L,
SUPER-CHIPMUNK,Super-Chipmunk,CHIP,L,0,L,L,
SUPERMARINE,Spitfire,SPIT,L,5670,L,L,
SUPERMARINE,Swift,SWIF,M,9872,L,L,
SUPERMARINE AIRCRAFT,Spitfire Mk25,SASP,L,900,L,L,
SWEARINGEN,SJ-30,SJ30,L,6328,L,L,
SWEARINGEN,SA-26 Merlin 2,SW2,L,4445,L,L,
SWEARINGEN,Merlin 3,SW3,L,5700,L,L,
SWEARINGEN,SA-226AT Merlin 4,SW4,L/M,7857,L,L,
SWEARINGEN,SX-300,SX30,L,0,L,L,
S-WING,S-Wing,SWIN,L,0,L,L,
SYMPHONY,Symphony,SYMP,L,975,L,L,
SYNAIRGIE,Sky Ranger,SKRA,L,473,L,L,
SZD,Ogar,SZ45,L,730,L,L,
T & T AVIATION,Falcon,CORO,L,0,L,L,
TAI,T-129,A129,L,4600,L,L,
TAI,Anka,ANKA,L,0,L,L,
TAI,AS-532 Cougar,AS32,M,9300,S,S,
TAI,Cougar,AS32,M,9300,S,S,
TAI,Hürkus,HURK,L,3650,L,L,
TAI,ZIU,ZIU,L,0,L,L,
TAIFUN,DMZ-2 Osa,DUB2,L,0,L,L,
TAIWAN DANCER,TD-1,TD1,L,0,L,L,
TAIWAN DANCER,Alluvion Legend,TD3,L,0,L,L,
TAM,TAM-Jet,TJET,L,2268,L,L,
TAMARIND,Commuter,COMU,L,3856,L,L,
TAMARIND,H-1 Commuter,COMU,L,3856,L,L,
TANEJA,Hansa,NAL2,L,0,L,L,
TAPANEE,Levitation 4,LEVI,L,0,L,L,
TAPANEE,Pegazair,PEGZ,L,0,L,L,
TAYLOR (1),Cub (E-2),E2CB,L,556,L,L,
TAYLOR (1),J-2 Cub,J2,L,484,L,L,
TAYLOR (2),Mini-Imp,MIMP,L,0,L,L,
TAYLOR (3),TA-3 Bird,BIRD,L,0,L,L,
TAYLOR (4),Titch,JT2,L,408,L,L,
TAYLORCRAFT (1),15 Foursome,TA15,L,0,L,L,
TAYLORCRAFT (1),20 Ranchwagon,TA20,L,0,L,L,
TAYLORCRAFT (1),DC,TAYD,L,0,L,L,
TAYLORCRAFT (1),F-19 Sportsman,TF19,L,680,L,L,
TAYLORCRAFT (1),F-21,TF21,L,794,L,L,
TAYLORCRAFT (1),Classic,TF22,L,794,L,L,
TAYLORCRAFT (2),E,AUS3,L,0,L,L,
TAYLORCRAFT (2),Auster 4,AUS4,L,0,L,L,
TAYLORCRAFT (2),Auster 5 Alpha,AUS5,L,0,L,L,
TAYLORCRAFT (2),Auster AOP6,AUS6,L,0,L,L,
TAYLORCRAFT (2),J-1 Autocrat,J1,L,0,L,L,
TAYLORCRAFT (2),Auster 1,PLUS,L,0,L,L,
TAYLOR-YOUNG,A,TAYA,L,0,L,L,
TAYLOR-YOUNG,BC,TAYB,L,0,L,L,
TBM,TBM-700,TBM7,L,3354,L,L,
TEAM ROCKET,F-1,TRF1,L,0,L,L,
TEAM TANGO,Foxtrot-4,FOXT,L,0,L,L,
TEAM TANGO,Tango-2,TAGO,L,0,L,L,
TECH'AERO,TR-200,TR20,L,0,L,L,
TECHNOAVIA,Rysachok,RYSA,L,5700,L,L,
TECHNOAVIA,SM-92T Turbo Finist,SG92,L,0,L,L,
TECHNOAVIA,SM-2000,SM20,L,0,L,L,
TECHNOAVIA,SP-55,SP55,L,0,L,L,
TECHNOAVIA,SP-91 Slava,SP91,L,0,L,L,
TECHNOAVIA,SP-95,SP95,L,0,L,L,
TECHNOFLUG,TFK-2 Carat,TFK2,L,490,L,L,
TECNAM,Astore,ASTO,L,600,L,L,
TECNAM,Bravo,BRAV,L,600,L,L,
TECNAM,Echo,ECHO,L,600,L,L,
TECNAM,Golf,GOLF,L,450,L,L,
TECNAM,P-2006T,P06T,L,1230,L,L,
TECNAM,P-2008,P208,L,650,L,L,
TECNAM,P-2012 Traveller,P212,L,3680,L,L,
TECNAM,P-2002 Sierra,SIRA,L,620,L,L,
TECNAM,FR-01 Snap,SNAP,L,0,L,L,
TECNAM,P-2010 Twenty-Ten,TWEN,L,1200,L,L,
TED SMITH,Aerostar,AEST,L,2864,L,L,
TEMCO,Swift,GC1,L,776,L,L,
TEMCO,Sedan,L11,L,1034,L,L,
TEMCO,Silvaire,L8,L,667,L,L,
TEMCO,T-35 Buckaroo,T35,L,0,L,L,
TEMCO,Twin Navion,TNAV,L,1633,L,L,
TENNESSEE VALLEY,BD-4,BD4,L,0,L,L,
TERRAFUGIA,Transition,TSTN,L,816,L,L,
TERZI,Stiletto,STIL,L,0,L,L,
TERZI,Katana,T30,L,0,L,L,
TEST,Bonus,TS14,L,0,L,L,
TEXAS AIRCRAFT,Colt,COLT,L,0,L,L,
TEXAS AIRPLANE,F3F Replica,F3F,L,2115,L,L,
TEXAS HELICOPTER,M-74 Wasp,M74,L,1248,L,L,
TEXAS HELICOPTER,Wasp,M74,L,1248,L,L,
TEXAS SPORT,TX-11 Texas Sport,PA11,L,612,L,L,
THATCHER,CX-5,CX5,L,599,L,L,
THK,Speedfire,T19,L,0,L,L,
THORP,T-18 Tiger,T18,L,0,L,L,
THRUSH,Turbo Thrush 660,A660,L,6418,L,L,
THRUSH,Thrush 400,SS2P,L,3538,L,L,
THRUSH,S-2RHG-T34 Turbo Thrush 510,SS2T,L,4763,L,L,
THUNDER WINGS,Focke-Wulf Fw-190,TFOC,L,0,L,L,
THUNDER WINGS,Curtiss P-40,TP40,L,0,L,L,
THUNDER WINGS,Supermarine Spitfire,TSPT,L,0,L,L,
THURSTON,TSC-1 Teal,TEAL,L,998,L,L,
TIGER,AG-5 Tiger,AA5,L,1089,L,L,
TIME WARP,Spitfire,TWSP,L,0,L,L,
TIPSY,Nipper,NIPR,L,340,L,L,
TIPSY,Junior,TIJU,L,0,L,L,
TIPSY,B,TIPB,L,0,L,L,
TITAN,Mustang,T51,L,816,L,L,
TITAN,Tornado SS,TRDO,L,0,L,L,
TL ULTRALIGHT,Stream,STRE,L,473,L,L,
TL ULTRALIGHT,Sting,TL20,L,598,L,L,
TL ULTRALIGHT,Sirius,TL30,L,600,L,L,
TM AIRCRAFT,TM-5,TM5,L,0,L,L,
TMM-AVIA,T-10 Avia-Tor,T10,L,0,L,L,
TOMARK,Viper,SD4,L,600,L,L,
TOYOTA,TAA-1,TAA1,L,0,L,L,
TRADEWIND TURBINES,Prop-Jet Bonanza,B36T,L,1746,L,L,
TRAGO MILLS,SAH-1,SAH1,L,930,L,L,
TRANSALL,C-160,C160,M,51000,M,LM,
TRANSAVIA,Airtruk,PL12,L,1724,L,L,
TRAVEL AIR,4,TVL4,L,1111,L,L,
TRAVEL AIR,2000,TVLB,L,989,L,L,
TRECKER,166,P66P,L,4500,L,L,
TRIDAIR,206L-ST Gemini ST,B06T,L,2064,L,L,
TRIDAIR,Gemini ST,B06T,L,2064,L,L,
TRI-R,KIS TD,KIS2,L,0,L,L,
TRI-R,Cruiser,KIS4,L,0,L,L,
TUPOLEV,Tu-134,T134,M,47000,M,LM,
TUPOLEV,Tu-144,T144,H,180000,H,H,
TUPOLEV,Tu-154,T154,M,100000,M,LM,
TUPOLEV,Tu-160,T160,H,275000,H,H,
TUPOLEV,Tu-214,T204,M,103000,M,LM,
TUPOLEV,Tu-22M,T22M,M,126000,M,UM,
TUPOLEV,Tu-334,T334,M,54400,M,LM,
TUPOLEV,Tu-22,TU22,M,126000,M,UM,
TUPOLEV,Tu-4,TU4,M,66000,M,LM,
TUPOLEV,Tu-142,TU95,H,185000,H,H,
TURBINE DESIGN,TD-2 Tempest,TD2,L,0,L,L,
TURNER,T-40,T40,L,0,L,L,
TUSCO,Navion,NAVI,L,1504,L,L,
UDET,Flamingo Replica,UU12,L,0,L,L,
UETZ,U-3M Pelikan,PKAN,L,0,L,L,
UL-JIH,Fascination,DAL4,L,650,L,L,
UL-JIH,Evolution,DAL5,L,473,L,L,
ULLMANN,Panther,ULPA,L,0,L,L,
ULTIMATE,Albertan,UL10,L,0,L,L,
ULTIMATE,20,UL20,L,0,L,L,
ULTRALEICHTBAU,WT-01 Wild Thing,WILT,L,0,L,L,
ULTRAVIA,Pelican,PELI,L,0,L,L,
UNC,Ultra Huey,UH1,L,5080,L,L,
UNIKOMTRANSO,Don,DON,L,0,L,L,
UNIS,Bongo,NA40,L,900,L,L,
UNIS,NA-40 Bongo,NA40,L,900,L,L,
UNITED CANADA,CH-124 Sea King,S61,M,9980,S,S,
UNIVERSAL COMPOSITE,Carbon Bird,CABI,L,0,L,L,
URBAN,Samba,UF10,L,520,L,L,
URBAN,Lambada,UF13,L,598,L,L,
UTVA,Lasta,LAST,L,1210,L,L,
UTVA,60,UT60,L,1620,L,L,
UTVA,Privrednik,UT65,L,1889,L,L,
UTVA,66,UT66,L,1814,L,L,
UTVA,V-53,UT75,L,1250,L,L,
VALENTIN,Kiwi,KIWI,L,0,L,L,
VALENTIN,Taifun,TFUN,L,850,L,L,
VALMET,Magister,FOUG,L,0,L,L,
VALMET,L-70 Miltrainer,L70,L,0,L,L,
VALMET,L-90TP Redigo,L90,L,0,L,L,
VALMET,PIK-23 Suhinu,PK23,L,0,L,L,
VALMET,Draken,SB35,M,16000,L,L,
VALTION,Viima,VIMA,L,0,L,L,
VANESSA AIR,VL-3,VL3,L,599,L,L,
VAN'S,RV-10,RV10,L,1225,L,L,
VAN'S,RV-12,RV12,L,599,L,L,
VAN'S,RV-14,RV14,L,930,L,L,
VAN'S,RV-3,RV3,L,0,L,L,
VAN'S,RV-4,RV4,L,680,L,L,
VAN'S,RV-4T,RV4T,L,680,L,L,
VAN'S,RV-6,RV6,L,748,L,L,
VAN'S,RV-7,RV7,L,816,L,L,
VAN'S,RV-8,RV8,L,816,L,L,
VAN'S,RV-9,RV9,L,794,L,L,
VARGA,2150 Kachina,MOR2,L,824,L,L,
VASHON,Ranger R7,VR7,L,599,L,L,
VAT,Hummingbird,S52,L,953,L,L,
VAT,Elite,S55T,L,3266,L,L,
VELOCITY,Rocket Racer,ROAR,L,1043,L,L,
VELOCITY,Velocity,VELO,L,1315,L,L,
VELOCITY,Velocity V-Twin,VELT,L,1542,L,L,
VENTURE,T-211,T211,L,576,L,L,
VERHEES,D-1 Delta,DTA1,L,340,L,L,
VERHEES,D-2 Delta,DTA2,L,600,L,L,
VERILITE,100 Sunbird,SUNB,L,0,L,L,
VERTOL,42 Work Horse,H21,L,6600,L,L,
VERTOL,CH-21 Work horse,H21,L,6600,L,L,
VERTOL,Work Horse,H21,L,6600,L,L,
VERTOL,107,H46,M,8619,S,S,
VFW,CH-53G,H53,M,19051,S,S,
VFW,VFW-614,VF14,M,19958,S,S,
VICKERS,FB-27 Vimy Replica,VIMY,L,0,L,L,
VICKERS-SLINGSBY,T-61 Venture,SF25,L,612,L,L,
VICTA,Aircruiser,ACSR,L,0,L,L,
VICTA,Airtourer,TOUR,L,748,L,L,
VIDOR,Asso 4 Whisky,ASO4,L,0,L,L,
VIKING (1),Dragonfly,DFLY,L,0,L,L,
VIKING (1),SF-2 Cygnet,SF2,L,499,L,L,
VIKING (2),DHC-6 Twin Otter,DHC6,L,5670,L,L,
VIPER,ViperJet,VIPJ,L,2495,L,L,
VISIONAIRE,VA-10 Vantage,VANT,L,0,L,L,
VITEK,Ovod,OVOD,L,0,L,L,
VOL MEDITERRANI,Esqual,VM1,L,0,L,L,
VOLAIRCRAFT,Volaire 1050,VO10,L,1123,L,L,
VOLANTE,Volante Two,VOL2,L,0,L,L,
VOLPAR,Turboliner,B18T,L,4491,L,L,
VOLPAR,Century Jetstream 3,JS3,L,0,L,L,
VOUGHT,Panther 800,AS65,L,4300,L,L,
VOUGHT,SA-366 Panther 800,AS65,L,4060,L,L,
VOUGHT-SIKORSKY,F4U Corsair,CORS,M,6400,L,L,
VSR,SR-1 Snoshoo,SNOS,L,0,L,L,
VSTOL,SST-2000 Pairadigm,PDIG,L,0,L,L,
VSTOL,Super Solution,SUSO,L,0,L,L,
VTOL AIRCRAFT,Phillicopter,PHIL,L,700,L,L,
VULCANAIR,Canguro,F600,L,3605,L,L,
VULCANAIR,P-68,P68,L,2084,L,L,
VULCANAIR,Mission,VF60,L,0,L,L,
VULCANAIR,AP-68TP-600 Viator,VTOR,L,3000,L,L,
VULTEE,BT-13 Valiant,VALI,L,2152,L,L,
WACO,CLASSIC 2T-1,G2T1,L,816,L,L,
WACO,9,WAC9,L,953,L,L,
WACO,IBA,WACA,L,1043,L,L,
WACO,EGC,WACC,L,1724,L,L,
WACO,D,WACD,L,1542,L,L,
WACO,HRE Aristocrat,WACE,L,1928,L,L,
WACO,G,WACG,L,1179,L,L,
WACO,JWM,WACM,L,1406,L,L,
WACO,AVN,WACN,L,1724,L,L,
WACO,E (GXE),WACO,L,1275,L,L,
WACO,RPT,WACT,L,896,L,L,
WACO OHIO,UMF,WACF,L,1338,L,L,
WAGAERO,Cuby Acro Trainer,J3,L,485,L,L,
WAGAERO,2+2 Sportsman,PA14,L,839,L,L,
WAGAERO,Wag-a-Bond,PA15,L,499,L,L,
WALLERKOWSKI,Hornisse,HORN,L,0,L,L,
WAR,Vought F4U Corsair,WF4U,L,0,L,L,
WAR,Focke-Wulf 190,WFOC,L,0,L,L,
WAR,Hawker Sea Fury,WFUR,L,0,L,L,
WAR,Curtiss P-40 Kittyhawk,WP40,L,0,L,L,
WAR,Republic P-47 Thunderbolt,WP47,L,0,L,L,
WAR,Mitsubishi Zero,WZER,L,0,L,L,
WARNER (2),Sportster,SWAK,L,599,L,L,
WASSMER,D-112,D11,L,0,L,L,
WASSMER,Super 4,WA40,L,0,L,L,
WASSMER,Baladou,WA41,L,0,L,L,
WASSMER,Prestige,WA42,L,0,L,L,
WASSMER,Atlantic,WA50,L,0,L,L,
WASSMER,WA-81 Piranha,WA80,L,0,L,L,
WATSON,Windwagon,WIND,L,0,L,L,
WEATHERLY,201,W201,L,1588,L,L,
WEATHERLY,620BTG,W62T,L,1950,L,L,
WENDT,WH-1 Traveler,WH1,L,0,L,L,
WESTERN,Hirondelle,PGK1,L,0,L,L,
WESTLAND,Sioux,B47G,L,1452,L,L,
WESTLAND,Gazelle,GAZL,L,1900,L,L,
WESTLAND,WS-70,H60,M,10659,S,S,
WESTLAND,Apache,H64,M,10433,S,S,
WESTLAND,WAH-64 Apache,H64,M,10433,S,S,
WESTLAND,AH-11 Super Lynx,LYNX,L,5330,L,L,
WESTLAND,AW-159 Lynx Wildcat,LYNX,L,5330,L,L,
WESTLAND,Battlefield Lynx,LYNX,L,5330,L,L,
WESTLAND,Lynx,LYNX,L,5330,L,L,
WESTLAND,Lynx Wildcat,LYNX,L,5330,L,L,
WESTLAND,Super Lynx,LYNX,L,5330,L,L,
WESTLAND,WG-13 Battlefield Lynx,LYNX,L,5330,L,L,
WESTLAND,WG-13 Lynx,LYNX,L,5330,L,L,
WESTLAND,WG-13 Super Lynx,LYNX,L,5330,L,L,
WESTLAND,Lysander,LYSA,L,0,L,L,
WESTLAND,Puma,PUMA,M,7400,S,S,
WESTLAND,Whirlwind 3,S55T,L,3266,L,L,
WESTLAND,WS-55 Whirlwind 3,S55T,L,3266,L,L,
WESTLAND,Commando,S61,M,9980,S,S,
WESTLAND,Sea King,S61,M,9980,S,S,
WESTLAND,WS-61 Commando,S61,M,9980,S,S,
WESTLAND,WS-61 Sea King,S61,M,9980,S,S,
WESTLAND,Scout,SCOU,L,2405,L,L,
WESTLAND,Wasp,WASP,L,2495,L,L,
WESTLAND,Wessex,WESX,L,6169,L,L,
WESTLAND,WS-58 Wessex,WESX,L,6169,L,L,
WESTLAND,30,WG30,L,5806,L,L,
WESTLAND,WG-30,WG30,L,5806,L,L,
WHATLEY,Special,WHAT,L,0,L,L,
WHEELER,Express,EXPR,L,0,L,L,
WHISPER,Whisper,WISP,L,775,L,L,
WHITE,WW-1 Der Jäger D-9,WW1,L,0,L,L,
WHITE LIGHTNING,WLAC-1 White Lightning,WHIL,L,0,L,L,
WILDEN,VoWi-10,VW10,L,0,L,L,
WINDECKER,Eagle,WINE,L,1542,L,L,
WINDEXAIR,Windex,WDEX,L,0,L,L,
WING,Derringer,D1,L,0,L,L,
WINGTIP TO WINGTIP,S-330,ST30,L,0,L,L,
WINNER,B-150,B150,L,1200,L,L,
WITTMAN,W-8 Tailwind,TAIL,L,0,L,L,
WITTMAN,V-Witt,VWIT,L,0,L,L,
WOLF,W-11 Boredom Fighter,W11,L,0,L,L,
WOLFSBERG,Corvus,CORV,L,0,L,L,
WOODS,Woody Pusher,WOPU,L,0,L,L,
WUHAN,280,EN28,L,1179,L,L,
WUHAN,TH-28,EN48,L,1361,L,L,
WZL 3,DEKO-9,MGIC,L,0,L,L,
XIAN,JH-7,JH7,M,28400,S,S,
XIAN,MA-60,MA60,M,21800,S,S,
XIAN,MA-60H,MA6H,M,21800,S,S,
XIAN,H-6,TU16,M,79000,M,LM,
XTREMEAIR,XA-41,XA41,L,999,L,L,
XTREMEAIR,XA-42,XA42,L,999,L,L,
YAKIMA AEROSPORT,Super 18 Turbo Cub,PA18,L,1043,L,L,
YAKIMA AEROSPORT,Super Breezy,RLU1,L,0,L,L,
YAKOVLEV,Yak-112,Y112,L,0,L,L,
YAKOVLEV,Yak-130,Y130,M,10290,L,L,
YAKOVLEV,Yak-141,Y141,M,19500,S,S,
YAKOVLEV,Yak-18T,Y18T,L,1650,L,L,
YAKOVLEV,Yak-3,YAK3,L,2660,L,L,
YAKOVLEV,Yak-9,YAK9,L,3060,L,L,
YAKOVLEV,Yak-11,YK11,L,2240,L,L,
YAKOVLEV,Yak-12,YK12,L,1588,L,L,
YAKOVLEV,Yak-18A,YK18,L,1311,L,L,
YAKOVLEV,Yak-28,YK28,M,15875,L,L,
YAKOVLEV,Yak-32,YK30,L,1930,L,L,
YAKOVLEV,Yak-38,YK38,M,11300,L,L,
YAKOVLEV,Yak-40,YK40,M,16000,L,L,
YAKOVLEV,Yak-42,YK42,M,56800,M,LM,
YAKOVLEV,Yak-50,YK50,L,900,L,L,
YAKOVLEV,Yak-52,YK52,L,1290,L,L,
YAKOVLEV,Yak-53,YK53,L,0,L,L,
YAKOVLEV,Yak-54,YK54,L,0,L,L,
YAKOVLEV,Yak-55,YK55,L,0,L,L,
YAKOVLEV,Yak-58,YK58,L,0,L,L,
YAKOVLEV AIRCRAFT,Bear 360,B360,L,1252,L,L,
YALO,Avid Flyer,AVID,L,0,L,L,
YALO,Gniady,GM01,L,0,L,L,
YALO,SZD-9bis Bocian M-2000,SZ9M,L,540,L,L,
ZENAIR,CH-100 Mono-Zénith,CH10,L,0,L,L,
ZENAIR,CH-150 Acro-Zénith,CH15,L,0,L,L,
ZENAIR,CH-180 Super Acro-Z,CH18,L,0,L,L,
ZENAIR,CH-200 Zénith,CH20,L,0,L,L,
ZENAIR,CH-250 Zénith,CH25,L,0,L,L,
ZENAIR,CH-2000 Zénith,CH2T,L,767,L,L,
ZENAIR,CH-300 Tri-Z,CH30,L,0,L,L,
ZENAIR,CH-50 Mini-Z,CH50,L,0,L,L,
ZENAIR,Cricri,MC10,L,0,L,L,
ZENITH,CH-601 Super Zodiac,CH60,L,560,L,L,
ZENITH,CH-620 Gemini,CH62,L,0,L,L,
ZENITH,CH-640 Zodiac,CH64,L,0,L,L,
ZENITH,Stol (CH-701),CH70,L,499,L,L,
ZENITH,CH-801 Stol,CH80,L,1225,L,L,
ZIVKO,Edge 540,EDGE,L,816,L,L,
ZIVKO,Edge 540 T,EDGT,L,885,L,L,
ZLIN,C-206,BU81,L,750,L,L,
ZLIN,Rhino,SM92,L,0,L,L,
ZLIN,Z-22 Junak,Z22,L,0,L,L,
ZLIN,Z-26 Trener,Z26,L,1000,L,L,
ZLIN,Z-42,Z42,L,1090,L,L,
ZLIN,Safir 43,Z43,L,1350,L,L,
ZLIN,Z-50,Z50,L,840,L,L,
ZLIN AVIATION,Savage,SAVG,L,600,L,L,
